category,title,img,id,page_sort,list_sort,simple_desc,device,cn_title,en_desc,cn_desc,Plan,Research,Brand,Client,Planning,Design,Craftsmanship,Engineering,Production,Model,Photography,Illustration,Music,Programming,Cooperation,Date,Try_Read_Desc,img_1,img_1_description,img_2,img_2_description,img_3,img_3_description,img_4,img_4_description,img_5,img_5_description,img_6,img_6_description,img_7,img_7_description,img_8,img_8_description,img_9,img_9_description,img_10,img_10_description,img_11,img_11_description,img_12,img_12_description,img_13,img_13_description,img_14,img_14_description
logo,Switch Taipei,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fswitch%20taipei.png?alt=media&token=dc867bf2-f06d-48b2-90af-f6101252d8d9,24,2,2,Start from stepping in other’s shoes,,,"Switch Taipei is founded to promote equality for swing dance by creating a race and gender friendly environment for this pas de deux. Stepping in the shoes of others and trying to understand and empathize your dance partner can enhance the dancing flow. The logo is to emphasize the process of learning your dance partner. The whole process is like a spectrum, starting from observation, curiosity, exploration and later on understanding. To convey this idea, the logo is designed with a series of question marks, exclamation marks, and a highlight of the eyes.",Switch Taipei 是推廣 Swing Dance 與雙人舞平權的組織．希望營造一個族群及性別友善的雙人舞環境。switch 是從觀念開始，了解另一個角色的感受、想法，進而讓跳舞的過程中雙方都是舒適的。透過「？」漸變到「！」傳達產生疑問、漸漸理解、原來如此的過程，並搭配漸變的色彩加強過程感。而問號與驚嘆號的圓圈圈，也構成了人的眼睛。,,,Switch Taipei,,,陳哲瑋、許閎傑,,,,,,,,,,2021,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F01.png?alt=media&token=19cecbaa-8cb2-4e6f-9da4-f4a120a07680,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F02a.png?alt=media&token=7ea1ff07-1409-4fc8-969b-7b56be6e0940,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F02b.png?alt=media&token=b0cbb192-ce2d-421b-b988-339fdce3627b,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F03a.png?alt=media&token=68efb34a-409d-4b89-a849-0657597a7fc2,疑問及理解的表情。,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F03b.png?alt=media&token=dc826284-9b39-4f51-bf33-f6fa644dba22,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F04%20motion.gif?alt=media&token=3f781bf3-f02b-4f8c-abe0-a55b39d4b1ec,拆開後有多種用途，可以是音符 Do 到 Si，或輕重拍子等。也可將個體旋轉、陣列等使用。,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F05.png?alt=media&token=4d20bea5-0faf-490e-b97e-7f3fd74f2eed,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F06.png?alt=media&token=55978eaa-205b-478c-96d3-dc191c1c2895,尺寸小的情境時使用 4 片的，縮小時較清晰。淺底色搭配漸層外框，深底色搭配淺白底。,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FSwitch%20Taipei%2F07.png?alt=media&token=559e1cb1-e959-4b1f-9552-07b9f127596e,,,,,,,,,,,
logo,cremove,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove.png?alt=media&token=40c5eb62-856d-4217-a147-973952523667,25,3,3,Capturing the body movement,,,"cremove is a body development studio dedicated to explore our own body through practicing and moving every part of the body. The logo is designed in the shape of a piece of clay, implying an organic and unique exploration of our body. The gradient on the logo represents the changes of the state of mind and body during the exploration.",cremove 是一個分享肢體開發方法及觀念的工作室。黏土般的有機形狀傳達可以透過嘗試改變身體的動作，探索屬於自己的肢體語言。顏色的漸層傳達身體做不同動作時生理或心理上重心的轉變。,,,創動感,,,陳哲瑋、方秀慈,,,,,,,,,,2021,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2001.png?alt=media&token=4432f83e-6c81-49f5-b153-d235537d3dca,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2002.png?alt=media&token=52e41fa6-941a-4b9e-b2cd-e76284b21452,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2003.png?alt=media&token=6745f8c0-1b65-4f62-9b3b-0edcac00e842,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2004.png?alt=media&token=a9216585-3366-44d3-bc6d-5cccdbade097,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2005.png?alt=media&token=96b435e6-fa30-4c63-aa42-1c3f5618a2c5,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2006.jpeg?alt=media&token=1f34d384-02e7-418b-b1ef-22ebffcc3208,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fcremove%2Fcremove%2007.jpeg?alt=media&token=ee74c255-d342-459a-9afc-9ea72f8f3ff6,也可以變成輕盈的泡泡，或是其他材質。,,,,,,,,,,,,,,
logo,minds,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fminds.png?alt=media&token=639cada5-1257-4b39-8086-42ecc1d5dac3,26,8,,Make the data talks,,,"minds provides service of data collection, management and analysis, aiming to make sense of all data leads to serve as added values to the business. Taking the first letter, “m”, of the company name and make it into an outline of a door and a ladder — suggesting that all data can be categorized under varies objectives — with the frame surrounded keeping the information safe.",邁得思是一間資料服務公司，提供資料採集管理、資料加值處理及資料分析應用的服務，試圖解決資料策展的問題，提供商情分析的價值。將品牌名第一個英文字 m 轉化爲門及階梯，象徵資料的進出及不同層級的分類，搭配外框後變成記憶卡的意象，代表資料的保護及保存。,,,邁得思,,,陳哲瑋,,,,,,,,,,2020,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fminds%2Fminds%2001.png?alt=media&token=7cb5f00f-95db-4d6a-b31f-d4b2d7a9e074,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fminds%2Fminds%2002.png?alt=media&token=a080de38-007c-4b4e-93e3-7d7726afb131,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fminds%2Fminds%2003.png?alt=media&token=7f5af514-6814-4f57-b4c0-e556248b33cc,,,,,,,,,,,,,,,,,,,,,,,
logo,Li Jin Industrial,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FLi%20Jin.png?alt=media&token=e434775e-e578-4884-9ab9-a02a8164f359,27,5,,Improve industrial fluid control management,,,"Li Jin Industrial offers professional fluid control solutions to improve powder, liquid and gas control efficiency. The design for the logo is symbolizing the image of airflow rotating in the damper and a combination of the company name abbreviations, “L” and “J”. The touch-up on the characters and variation on both “i” are to convey a more welcoming and reassuring brand image.",立津國際開發是間致力於提升產業在粉體、液體、氣體等流體控制效能的公司，藉由良善的產品與服務改善客戶的生產系統。保留了原先風門氣流旋轉的意象，增加 L 跟 J 的識別度。也透過兩個小寫 i 及一個大寫的 J 帶出微笑的意象，傳達企業希望給人的安心感。,,,,立津國際開發,,陳哲瑋,,,,,,,,,,2020,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FLi%20Jin%2FLi%20Jin%2001.png?alt=media&token=291eaf04-f455-461a-87c9-daaf94b4e729,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FLi%20Jin%2FLi%20Jin%2002.png?alt=media&token=634d0b56-9aaf-4934-b7ff-4c7faf6ebf08,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2FLi%20Jin%2FLi%20Jin%2003.jpeg?alt=media&token=326f396d-b35a-4434-99f7-b384ba6fb843,,,,,,,,,,,,,,,,,,,,,,,
logo,simple cocoon,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon.png?alt=media&token=f3bd3c43-5b04-406f-a8e8-8a63d3cd3bc2,28,6,,Comprehensive controller solution,,,"As the subsidiary of a 20-year remote controller OEM/ODM company, simple cocoon is founded to introduce smart controller solution with comprehensive integration of various household electricity. The idea behind the logo design is to emphasize elements of home, connection and cocoon, bringing the brand stories together.",simple cocoon 的母公司為台灣遙控器的領導廠商，在設計代工遙控器的 20 幾年裡，生產了許多遙控器，也累積了全球最齊全的家電遙控器代碼。而成立 simple cocoon 這個品牌，是希望運用擁有的技術，帶來更好的家電使用體驗。提取了品牌名稱、技術優勢、品牌理念，而有了繭、訊號、家三個元素，接著將其融合起來。,,,simple cocoon,,,陳哲瑋,,,,,,,,,,2018,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon%2Fsimple%20cocoon%2001.png?alt=media&token=a417c7bb-7967-4fe0-8b67-b5b5aed05718,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon%2Fsimple%20cocoon%2002.png?alt=media&token=ee8575c1-d76f-4419-9901-e665198422f3,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon%2Fsimple%20cocoon%2003.png?alt=media&token=f494baf1-f3d2-4e4c-a391-8e5594c6e7a1,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon%2Fsimple%20cocoon%2004.png?alt=media&token=31cbde12-f0c0-430f-98ca-43f4041b595d,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsimple%20cocoon%2Fsimple%20cocoon%2005.jpeg?alt=media&token=011280d4-8188-4029-8857-eebcb7836eb7,,,,,,,,,,,,,,,,,,,
logo,sparo's,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsparo_s.png?alt=media&token=a9dc9834-c823-41f3-9d04-7910455a9488,29,7,,Small but sound,,,"sparo’s is a small team equipped with designer, front/back-end developer, photographer, and content writer. The logo is designed in the shape of a sparrow implying that the team might come in a smaller size but committed to the project.",sparo’s 是由設計師、前後端工程師、攝影師、文案撰寫組成的小型團隊，取麻雀雖小，五臟俱全的含義，希望即使成員不多，也能做出好品質的專案成果。,,,sparo's,,,陳哲瑋,,,,,,,,,,2018,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsparo_s%2Fsparo%2001.png?alt=media&token=348412d4-bc6b-4d7f-be30-b6ea7057722a,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/logo%2Fsparo_s%2Fsparo%2002.gif?alt=media&token=6c103df5-4647-474a-a0d5-4cf82d4d3dc7,,,,,,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F05%20%E6%97%A9%E6%99%A8%E7%9A%84%E6%88%BF%E9%96%93%2Flist.jpeg?alt=media&token=8da02220-efc7-4997-9ba4-8f68482ed26a,42,,1,,,聲景視覺化。早晨的房間,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F05%20%E6%97%A9%E6%99%A8%E7%9A%84%E6%88%BF%E9%96%93%2F00.gif?alt=media&token=0ab1ae2c-1814-4371-b7dd-1a9dfe8f58bc,"聲景視覺化。早晨的房間
動態",https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F05%20%E6%97%A9%E6%99%A8%E7%9A%84%E6%88%BF%E9%96%93%2F01.jpeg?alt=media&token=362556ee-ee8a-45dd-86c3-8f4a71ecab92,"聲景視覺化，早晨的房間
繪製",https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F05%20%E6%97%A9%E6%99%A8%E7%9A%84%E6%88%BF%E9%96%93%2F02.jpeg?alt=media&token=fa2bea0c-adb4-4a8f-9939-50ac45225fd0,將身邊聲音的形狀、強弱、位置、流動方向等先以草圖的方式記錄下來。,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F05%20%E6%97%A9%E6%99%A8%E7%9A%84%E6%88%BF%E9%96%93%2F03.jpeg?alt=media&token=e567ea14-e84b-4160-8dbc-5a4c0874462f,挑選想進一步繪製細節的部分。,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F06%20%E5%92%96%E5%95%A1%E5%BA%97%2Flist.jpeg?alt=media&token=d42a8ab6-574c-4704-b78c-d202c5247b83,43,,2,,,聲景視覺化。咖啡店,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F06%20%E5%92%96%E5%95%A1%E5%BA%97%2F00.gif?alt=media&token=f65da784-5742-4ee4-b022-d3107f65cd2d,"聲景視覺化。咖啡店
動態",https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F06%20%E5%92%96%E5%95%A1%E5%BA%97%2F01.jpeg?alt=media&token=4108bdc6-20af-4154-9ff9-137ae228122f,"聲景視覺化，咖啡店
繪製",https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F06%20%E5%92%96%E5%95%A1%E5%BA%97%2F02.jpeg?alt=media&token=0cbf87c2-5cd9-4f4c-a2d8-b0fdd2ae67fa,將身邊聲音的形狀、強弱、位置、流動方向等先以草圖的方式記錄下來。,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F06%20%E5%92%96%E5%95%A1%E5%BA%97%2F03.jpeg?alt=media&token=446c7e9f-3a6c-47d1-b288-d7c54950cda5,挑選想進一步繪製細節的部分。,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F01%20%E4%BF%A1%E7%BE%A9%E5%AE%89%E5%92%8C%E7%AB%99.jpeg?alt=media&token=51487972-01a5-4193-92fc-6a0bd2448f2c,30,,4,,,信義安和站,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F01%20%E4%BF%A1%E7%BE%A9%E5%AE%89%E5%92%8C%E7%AB%99%2F01.mp4?alt=media&token=06038303-bc3e-4f1a-8bc7-9d92d0f98739,"計程車的亮黃車身、人行道的灰紅地磚、紅綠燈的綠色燈殼，街道上還有什麼顏色？

music: Sweet Sue, Just You - Single Version
album: The Essential Ray Conniff",,,,,,,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F02%20%E9%95%B7%E6%98%A5%E5%B8%82%E5%A0%B4.jpeg?alt=media&token=ec43d069-959f-41b3-b707-799b61aef627,31,,5,,,長春市場,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F02%20%E9%95%B7%E6%98%A5%E5%B8%82%E5%A0%B4%2F02.mp4?alt=media&token=cc82f928-2d7b-454e-85f5-d28345c61edd,"午後的陽光在長春市場大樓的曲面上形成一道道直線，像光的通道般。

music: Lazy Mississippi Moon
album: Oliver’s Twist",,,,,,,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F03%20%E5%8F%B0%E5%8C%97%E5%B8%82%E7%AB%8B%E9%AB%94%E8%82%B2%E9%A4%A8.jpeg?alt=media&token=02290729-7746-4a69-87a9-971c73146db4,32,,6,,,台北市立體育館,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F03%20%E5%8F%B0%E5%8C%97%E5%B8%82%E7%AB%8B%E9%AB%94%E8%82%B2%E9%A4%A8%2F03.mp4?alt=media&token=a7e44603-316f-4fd3-9c02-a0aabea4935a,"台北市立體育館的屋頂像由弱漸強的聲音。

music: You Took Advantage of Me
album: Oscar Peterson & The Greatest Singers, Vol.9",,,,,,,,,,,,,,,,,,,,,,,,,,
try,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F04%20%E6%B8%85%E6%99%A8%E7%9A%84%E7%AA%97.jpeg?alt=media&token=b707c455-1f75-4721-b75b-10b16631056c,33,,3,,,清晨的窗,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/try%2F04%20%E6%B8%85%E6%99%A8%E7%9A%84%E7%AA%97%2Fresize.mp4?alt=media&token=3997579a-dfe7-47ff-a86b-17e1b6588c96,"清晨陽光下的窗戶、紗窗網、窗框。

music: Sympathique
album: En Français",,,,,,,,,,,,,,,,,,,,,,,,,,
read,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F01%20%E7%82%BA%E4%BB%80%E9%BA%BC%E8%A8%AD%E8%A8%88%E3%80%82%E5%8E%9F%E7%A0%94%E5%93%89%E8%88%87%E9%98%BF%E9%83%A8%E9%9B%85%E4%B8%96%E7%9A%84%E5%B0%8D%E8%A9%B1.jpeg?alt=media&token=f794e1ed-6825-4c0e-83e7-fa272b4ca981,34,,1,,,為什麼設計。原研哉與阿部雅世的對話,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F01%20%E7%82%BA%E4%BB%80%E9%BA%BC%E8%A8%AD%E8%A8%88%2Fread%2001.jpeg?alt=media&token=e41c1897-30ce-4436-ad2e-ee4104c83e76,"fuwa fuwa、poco poco、coppo coppo、parang parang、tilu tilu，試著唸出這些詞彙的時候，會想到什麼樣的情境？

這是阿部雅世小姐透過工作坊與不同國家的人創造出的新詞彙，試圖去描述不同的觸感，讓人們溝通的時候有更多細膩的詞彙可以使用。例如書裡的 ha-ra- 在阿部雅世小姐的《觸感詞典1》裡是描述摸起來像天鵝絨般的觸感，而這個詞給原研哉先生感覺則像是在用手摸自己的肚子。

雖然感覺到的情境不同，但似乎還是傳達了一種摸起來很舒服，會想要慢慢地來回多摸幾下的情境。這樣一個詞彙的表達，是不是比描述「摸起來很舒服」或是「摸起來很細緻，但表面有一點點阻力，有點像天鵝絨」更生動？

阿部小姐與原先生的對談裡中，又更深入的提到「觸碰」的這個動作包含了觸摸及被觸摸的感覺，即使接觸的方式相同，但感覺到的仍然不一樣。雖然好像了解這段話的意思，但又有點模糊。

我想到的是自己伸手去拿裝了冷飲表面有一點點水珠的玻璃杯，與被裝了冷飲表面有一點點水珠的玻璃杯碰到手，後者因為是在預期之外非主動性的被碰到，好像會多了一個「我被碰到了！」這樣的訊號，之後才感覺到杯子上涼涼的水珠，所以變成詞彙的時候感覺是個比前者的音長短一點的樣子。但感覺這樣原本是一個詞彙描述一種觸感，好像就變成需要兩個詞彙了。

用充分但不過量的方式表達思考的過程、含義，除了減少理解上的落差，同時又給對方從自身經驗出發的想像力空間，在這樣的溝通過程中，漸漸將一個模糊的概念或目標具體化，成為不同的樣子。

p.s. 覺得懶懶地躺在床上滾來滾去好像可以是 no-a no-a 這樣的詞。", ,,,,,,,,,,,,,,,,,,,,,,,,,
read,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F02%20%E8%A3%BD%E4%BD%9C%E6%96%87%E5%AD%97%E7%9A%84%E5%B7%A5%E4%BD%9C.jpeg?alt=media&token=3d12f4ca-9ccb-4d8d-87be-69cd766dfbb6,35,,2,,,製作文字的工作,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F02%20%E8%A3%BD%E4%BD%9C%E6%96%87%E5%AD%97%E7%9A%84%E5%B7%A5%E4%BD%9C%2Fread%2002.jpeg?alt=media&token=67725388-2620-4227-8b5f-9ea704492fd2,"這本書紀錄了字游工房的字體設計師鳥海修先生在製作文字這條路上的點點滴滴，對鳥海修先生來說，理想的字體是「如水、如空氣」般的存在，人們閱讀時覺得理所當然且舒適。由於得兼顧易讀性與保有字體的特性，以及不同文字編排時的空間均衡，製作的過程中必須來回調整細節。

那為什麼要製作新字體呢？其中一個原因是文字的印刷方式隨著時代轉變了。從活版印刷鉛字透過沾墨印在紙上，到照相排版透過光線印在底片上，到現在用電腦製作後印刷。技術的變化讓字體也得跟著改變。

第二個原因是生活習慣改變了。在電腦、手機上的文字以橫向排列居多，而以前印刷品上的文字大部分是直排，所以需要橫排時也易讀且美觀的字體。另外也希望對於視力衰退的人來說，閱讀手機上的內容仍可以不費力，因此需要針對螢幕顯示效果優化字體。

第三個原因是近代會配合內容風格，使用不同個性的字體，讓文字本身也可以傳遞感覺。

回想自己的生活，國小的時候幾堂書法課似乎都是直排書寫，只有過年的橫批春聯是橫式書寫。國文課本是直排，但物理課本跟生物課本好像是橫排，會不會是因為要配合一些英文字的關係。不過自己在記事本上寫字的習慣似乎一直都是橫排，也許一部分是因為不想讓手碰到用鉛筆寫好的字而讓字模糊，以及因為選擇的記事本是長的用橫的方式寫句子比較不會太長，所以自然而然就變成這樣的書寫習慣。

除了自己的記事習慣以及少數一些課本，似乎我的書大部分都是直排的沒錯，而且閱讀的順序由右至左，是我不會這樣寫字的順序，原來寫字跟閱讀的軌跡是不同的嗎。

書的最後，鳥海修先生說，他的目標依舊是做出「如水、如空氣」般的字體，但看法跟想法隨著年齡漸增而有所改變，畢竟肉體及精神也有了變化。希望我也可以更認識並接受自己隨著年齡改變而做出來的東西。",,,,,,,,,,,,,,,,,,,,,,,,,,
read,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F03%20%E6%83%B3%E6%B3%95%E8%AA%95%E7%94%9F%E5%89%8D%E6%9C%80%E9%87%8D%E8%A6%81%E7%9A%84%E4%BA%8B.jpeg?alt=media&token=872f5eb8-b8ac-4c7f-ab34-600f1cf213a9,36,,3,,,想法誕生前最重要的事,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F03%20%E6%83%B3%E6%B3%95%E8%AA%95%E7%94%9F%E5%89%8D%E6%9C%80%E9%87%8D%E8%A6%81%E7%9A%84%E4%BA%8B%2Fread%2003.jpeg?alt=media&token=1044a93d-2541-418e-91e5-19908e8e0602,"圖片是森本千繪小姐為 Mr.Children「HOME」設計的專輯封面。第一次翻到這頁時，畫面直接跑到心裡，覺得好有人性。

森本千繪小姐接下這張專輯封面的製作時，只知道專輯名稱為「HOME」，樂團想傳達的感覺是：人體結構的七成是水。

在想到這個提案前，她已經想了十多個不同形式的想法，但總覺得一定還有更適合的方式，因為那些想法都是透過頭腦思考出來的，好像少了點什麼。

在這樣持續思考的狀態下，有一天她的祖母提出希望在人生的最後一刻可以受洗為基督徒的要求。在教堂中，家族成員們分立兩側，看起來就像家譜一樣，她深深體會到如果缺少任何一位，或許就不會有她存在於世上。頓時意識到此刻的她正參與「HOME」，而這種理所當然的感覺正是「人體結構的七成是水」。於是她便將專輯封面設計成家譜，並選擇在無法獨立站穩的水中進行拍攝。

森本千繪小姐認為面臨選項時要透過身體跟內心去選擇，是一種從過去找出新事物、新觀點的方式，而身體能對某些想法產生共鳴，是因為裡面有眼睛所見以外的事物默默被身體吸收了，可能是當下捕捉到的某些質感或氛圍。

隨著年齡漸增，有點能體會用身體去選擇這件事，由於看過的東西比以前多一些，考量設計方向時也能用比較多的角度檢視。但也因為這樣常常覺得自己做不出比看到的資料更好的東西，好像怎麼做都沒有覺得「就是它了」的感覺。這時候會試著回想過去某些被感動的時刻，有時候可以找到某個可以說服自己的想法，而能說服自己是因為那個事件對自己有意義，故事的力量跑進想法裡。不過，是否可以將這份感性再轉化到客觀的專案上，好像又得靠一點緣分或運氣了。

森本千繪小姐創作出來的事物很真，可以感受到情緒或意念，有時候會喚醒某些記憶，好像隨著時間持續流動著。",,,,,,,,,,,,,,,,,,,,,,,,,,
read,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F04%20%E4%B8%8D%E8%A6%81%E5%81%9A%E8%A8%AD%E8%A8%88.jpeg?alt=media&token=aeab6a92-2dd8-4b12-9688-0404e5c34872,37,,4,,,不要做設計,,,,,,,,,,,,,,,,,,,,https://firebasestorage.googleapis.com/v0/b/profile-a4697.appspot.com/o/read%2F04%20%E4%B8%8D%E8%A6%81%E5%81%9A%E8%A8%AD%E8%A8%88%2Fread%2004.jpeg?alt=media&token=de351f68-e780-455c-80a8-3e0afb8a5e2f,"這張是宮田識先生為 NISSAN 的旅行車「STAGEA」在 2002 年做的廣告，是他想像中的汽車在風中奔馳的疾速感。為什麼說是想像中呢？

因為這張圖是透過合成將近 100 張照片，並用電腦繪製無數的波紋組成的。現實生活中不會出現這樣的景象，相機也無法拍攝出全部合焦的水波紋以及如此動感的風的軌跡。

但看到圖的時候卻可以很自然地與自己印象中車子急速奔馳的記憶重疊在一起，沒有任何違和感。因為雖然每個人看到奔馳中的汽車都有不同的感受，但很有速度感這件事是不會改變的。因此，速度感透過宮田識先生的個性被描繪出來傳達給大家時很自然就被接受了。

這張圖的雨水線條是在滑雪場的停車場中拍攝，車子本身則另外拍攝，因為淋到雨的車子沒辦法拍出漂亮的表面。地面的水波紋都是電腦畫出來的線，全部都合於焦距。是想像中的真實，非現實。

這就是宮田識先生想表達的「不要做設計」。比起思考如何用技術將外觀製作出來，更重要的是將腦中想傳達的訊息，包含意義、心情、感覺等複製到現實中。但這非常困難，因為感受事物而有想描述的畫面源自於自己的個性，但能將這畫面製作出來的能力卻不是個性。

關於「想傳達自己對某件事的感受」這件事，宮田識先生有一套個性論。他認為「每個人眼中看到的東西都不同。眼裡看到的東西都是自己的一部分。因為人們在無意識的時候，大腦會自然去判斷是否要看見東西，那個判斷基準每個人都不同。因此即使看到同樣的風景、聽到同樣的話，留在心裡的迴響也都不同。而決定這個不同的基準點，就是自己，也就是本我。在無意識的時候，內心其實已經在選擇喜好，而當察覺自己與別人看同樣事物的眼光不同時，獨特的個性就形成了。」

因此，他相信只要能誠實面對自己的感受，試著將其轉化，自然就會做出與別人不同的事物。也因此要更多了解自己的個性才行。",,,,,,,,,,,,,,,,,,,,,,,,,,
